run_index,source_path,generated_at_utc,hypothesis_id,title,status,priority,score,next_test
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
11,manifests/history/research_evidence_graph_20260616_052457.json,2026-06-16T05:24:57.640226+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H2,EdgeConv pseudo-head specialization,CAUSAL_PATCHED,P0,78.0,Add activation-cluster pseudo-heads and random channel-group controls.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H4,Leading-particle core hypothesis,CAUSAL_PATCHED,P0,72.0,"Run k sweep k=1,2,4,8,16 and per-class particle ablation."
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
12,manifests/history/research_evidence_graph_20260616_052843.json,2026-06-16T05:28:42.780658+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H2,EdgeConv pseudo-head specialization,CAUSAL_PATCHED,P0,78.0,Add activation-cluster pseudo-heads and random channel-group controls.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H4,Leading-particle core hypothesis,CAUSAL_PATCHED,P0,72.0,"Run k sweep k=1,2,4,8,16 and per-class particle ablation."
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
13,manifests/history/research_evidence_graph_20260616_053103.json,2026-06-16T05:31:03.047143+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H2,EdgeConv pseudo-head specialization,CAUSAL_PATCHED,P0,78.0,Add activation-cluster pseudo-heads and random channel-group controls.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H4,Leading-particle core hypothesis,CAUSAL_PATCHED,P0,72.0,"Run k sweep k=1,2,4,8,16 and per-class particle ablation."
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
14,manifests/history/research_evidence_graph_20260616_064300.json,2026-06-16T06:43:00.041263+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
